09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 17:43:11.670  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 17:43:11.679  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 17:43:11.722  1810  4593 D CoreBackPreview: Window{2b2ceb2 u0 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@7986a0c, mPriority=0, mIsAnimationCallback=true, mOverrideBehavior=0}
09-18 17:43:11.756  1810  1852 D InsetsSourceProvider: updateVisibility: serverVisible=true, clientVisible=true, source=InsetsSource: {3 mType=ime mFrame=[0,0][0,0] mAttachedInsets=null mVisible=true mFlags= mSideHint=NONE mBoundingRects=null}, controlTarget=Window{2b2ceb2 u0 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity}, from=com.android.server.wm.ImeInsetsSourceProvider.updateVisibility:7 com.android.server.wm.InsetsSourceProvider.setServerVisible:17 com.android.server.wm.ImeInsetsSourceProvider.setServerVisible:75 com.android.server.wm.InsetsSourceProvider.onPostLayout:32 com.android.server.wm.ImeInsetsSourceProvider.onPostLayout:9 com.android.server.wm.InsetsStateController.onPostLayout:28 com.android.server.wm.RootWindowContainer.applySurfaceChangesTransaction$1:196 com.android.server.wm.RootWindowContainer.performSurfacePlacement:59 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:163 com.android.server.wm.WindowSurfacePlacer$Traverser.run:14 
09-18 17:43:11.972  1810  4422 E TaskPersister: File error accessing recents directory (directory doesn't exist?).
09-18 17:43:12.348   615   615 D io_stats: !@ Read_top(KB): com.whatsapp:top(14317) 3736 ungpassautofill:high(17662) 2680 SensorProviderS:normal(1206) 1160
09-18 17:43:12.348   615   615 D io_stats: !@ Write_top(KB): kworker/u32:1:/(2374) 1236 putmethod.latin:top(31214) 276 f2fs_ckpt-254:6:/(818) 204
09-18 17:43:12.477  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:12.477  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:12.478  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:12.480  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:12.485  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:12.777  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 17:43:13.483  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:16.353   615   615 D io_stats: !@ Write_top(KB): kworker/u32:2:/(16876) 4140 putmethod.latin:top(31214) 8
09-18 17:43:17.058  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:18.497  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:18.503  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:18.517  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:18.517  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:18.523  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:18.525  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:18.939  1810  1993 I JobScheduler: maybeQueueReadyJobsForExecutionLocked: [BatchNetworkJob] 1 batched network jobs meet requirement for 200
09-18 17:43:19.342  1810  1993 W JobServiceContext: Sending onNetworkChanged for a job that isn't started. JobStatus{2d0ef18 #u0a247/1059 com.google.android.apps.photos/.backup.core.UriTriggeredBackupJob u=0 s=10247 NET URIS=[android.app.job.JobInfo$TriggerContentUri@8abd8844, android.app.job.JobInfo$TriggerContentUri@691cff99] READY}
09-18 17:43:19.474  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:19.479  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:19.601  1810  3662 W JobScheduler: Job didn't exist in JobStore: 2393879 #u0a247/1034 com.google.android.apps.photos/com.google.android.libraries.social.mediamonitor.MediaMonitorJobSchedulerService
09-18 17:43:20.357   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 560 oid.apps.photos:low(18126) 20 com.whatsapp:top(14317) 8
09-18 17:43:23.070  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:24.361   615   615 D io_stats: !@ Read_top(KB): oid.apps.photos:low(18126) 1800 kworker/u32:2:/(16876) 460 putmethod.latin:top(31214) 312
09-18 17:43:24.361   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 416 om.whatsapp.w4b:low(2828) 60 binder:1160_2:normal(1160) 44
09-18 17:43:25.496  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:25.500  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:25.519  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:25.519  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:25.521  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:25.524  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:26.473  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:26.475  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:28.365   615   615 D io_stats: !@ Write_top(KB): oid.apps.photos:low(18126) 8 kworker/u32:4:/(10857) 4
09-18 17:43:29.081  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:32.370   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 1008 kworker/u32:4:/(10857) 24 oid.apps.photos:low(18126) 8
09-18 17:43:32.502  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:32.502  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:32.503  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:32.505  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:32.511  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:32.513  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:32.513  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:32.517  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:35.100  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:36.372   615   615 D io_stats: !@ Read_top(KB): putmethod.latin:top(31214) 628 c.android.sdhms:high(4426) 44 kworker/u32:4:/(10857) 36
09-18 17:43:36.373   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 152 kworker/u32:2:/(16876) 28
09-18 17:43:38.550  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:38.550  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:38.550  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:38.551  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:39.501  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:39.507  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:39.508  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:39.512  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:40.375   615   615 D io_stats: !@ Write_top(KB): gle.android.gms:high(6059) 28 kworker/u32:4:/(10857) 16
09-18 17:43:41.120  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:44.378   615   615 D io_stats: !@ Write_top(KB): kworker/u32:1:/(2374) 56
09-18 17:43:45.560  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:45.561  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:45.561  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:45.563  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:46.063  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 17:43:46.063  1810  2216 D BackgroundInstallControlService: Package event received: 0
09-18 17:43:46.492  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:46.495  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:46.498  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:46.498  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:47.129  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:48.382   615   615 D io_stats: !@ Write_top(KB): kworker/u32:2:/(16876) 16
09-18 17:43:52.385   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 56
09-18 17:43:52.546  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:52.546  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:52.547  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:52.549  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:43:53.141  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:53.505  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:53.509  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:53.510  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:43:53.513  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:56.388   615   615 D io_stats: !@ Write_top(KB): kworker/u32:2:/(16876) 20
09-18 17:43:59.161  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:43:59.541  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:43:59.543  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:43:59.560  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:43:59.561  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:43:59.561  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:43:59.562  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:44:00.392   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 24 vendor.samsung.:normal(1207) 8
09-18 17:44:00.537  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:44:00.546  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:44:02.423  1810  1852 I WindowManager: Reparenting to leash, surface=Surface(name=d23601e PopupWindow:bfafcce#101941)/@0xefeee1b, leashParent=Surface(name=2b2ceb2 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity#101934)/@0x2f9cbb8
09-18 17:44:02.527  1810  1852 I WindowManager: Reparenting to original parent: Surface(name=2b2ceb2 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity#101934)/@0x2f9cbb8, destroy=true, surface=Surface(name=d23601e PopupWindow:bfafcce#101941)/@0xefeee1b
09-18 17:44:03.188  1810  4590 I WindowManager: Reparenting to leash, surface=Surface(name=d23601e PopupWindow:bfafcce#101941)/@0xefeee1b, leashParent=Surface(name=2b2ceb2 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity#101934)/@0x2f9cbb8
09-18 17:44:03.337  1810  1852 I WindowManager: Reparenting to original parent: Surface(name=2b2ceb2 com.whatsapp/com.whatsapp.mediacomposer.ui.app.MediaComposerActivity#101934)/@0x2f9cbb8, destroy=true, surface=Surface(name=d23601e PopupWindow:bfafcce#101941)/@0xefeee1b
09-18 17:44:03.338  1810  1852 E WindowManager: win=Window{d23601e u0 PopupWindow:bfafcce EXITING} destroySurfaces: appStopped=false cleanupOnResume=false win.mWindowRemovalAllowed=true win.mRemoveOnExit=true win.mViewVisibility=0 caller=com.android.server.wm.WindowState.onExitAnimationDone:224 com.android.server.wm.WindowState.onAnimationFinished:174 com.android.server.wm.WindowContainer$$ExternalSyntheticLambda8.onAnimationFinished:3 com.android.server.wm.SurfaceAnimator$$ExternalSyntheticLambda0.onAnimationFinished:69 com.android.server.wm.LocalAnimationAdapter$$ExternalSyntheticLambda0.run:10 android.os.Handler.handleCallback:1070 android.os.Handler.dispatchMessage:125 
09-18 17:44:04.396   615   615 D io_stats: !@ Read_top(KB): putmethod.latin:top(31214) 1972 com.whatsapp:top(14317) 84 system_server:high(1810) 4
09-18 17:44:04.396   615   615 D io_stats: !@ Write_top(KB): f2fs_ckpt-254:6:/(818) 292 kworker/u32:2:/(16876) 112 kworker/u32:1:/(2374) 16
09-18 17:44:05.177  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:44:06.526  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:44:06.529  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:44:06.559  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:44:06.559  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
09-18 17:44:06.562  1810 21896 D PerProcessNandswap$NandswapMsgHandler: startNandswapProcess Frozen-ppn br.com.wanotifkeeper
09-18 17:44:06.563  1810 21894 I PerProcessNandswap$NandswapHandler: canDoNandswapProcess fail: br.com.wanotifkeeper pid:17990 state:1 adj:250
09-18 17:44:07.552  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10545, drop=false
09-18 17:44:07.556  1810  3534 D FreecessController: UFZ : br.com.wanotifkeeper(10545) [17990] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:44:08.399   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 24
09-18 17:44:11.196  1810  3566 D FreecessHandler: skipping freeze com.whatsapp.w4b(10328) result : 7
09-18 17:44:11.672  1810  1873 D BatteryExternalStatsWorker: update stats : procstate-change (10)
09-18 17:44:11.672  1810  1873 D BatteryExternalStatsWorker: Update Rail Energy data
09-18 17:44:11.672  1810  1873 D BatteryExternalStatsWorker: mStats lock released
09-18 17:44:11.673  1810  1873 D BatteryExternalStatsWorker: done updateExternalStatsLocked
09-18 17:44:12.404   615   615 D io_stats: !@ Write_top(KB): kworker/u32:4:/(10857) 20
09-18 17:44:13.131  1810  3020 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1424 android.content.Context.sendBroadcastMultiplePermissions:2800 com.android.server.TelephonyRegistry.broadcastServiceStateChanged:63 com.android.server.TelephonyRegistry.notifyServiceStateForPhoneId:184 com.android.internal.telephony.ITelephonyRegistry$Stub.onTransact:667 
09-18 17:44:13.134  1810  3020 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 com.android.server.TelephonyRegistry.broadcastServiceStateChanged:92 com.android.server.TelephonyRegistry.notifyServiceStateForPhoneId:184 com.android.internal.telephony.ITelephonyRegistry$Stub.onTransact:667 android.os.Binder.execTransactInternal:1514 
09-18 17:44:13.140  1810  3020 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 com.android.server.TelephonyRegistry.broadcastServiceStateChanged:121 com.android.server.TelephonyRegistry.notifyServiceStateForPhoneId:184 com.android.internal.telephony.ITelephonyRegistry$Stub.onTransact:667 android.os.Binder.execTransactInternal:1514 
09-18 17:44:13.142  1810  3020 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1457 com.android.server.TelephonyRegistry.broadcastServiceStateChanged:144 com.android.server.TelephonyRegistry.notifyServiceStateForPhoneId:184 com.android.internal.telephony.ITelephonyRegistry$Stub.onTransact:667 android.os.Binder.execTransactInternal:1514 
09-18 17:44:13.549  1810  3536 D ActivityManager: unpendingScheduleServiceRestart: u=10500, drop=false
09-18 17:44:13.561  1810  3534 D FreecessController: UFZ : com.artech.eaplic.havan(10500) [28124] reason: Binder(1)-android.service.notification.INotificatio
09-18 17:44:13.576  1810  3566 D FreecessController: FZ : br.com.wanotifkeeper(10545) [17990] reason: Bg
09-18 17:44:13.576  1810  3566 D FreecessHandler: freeze br.com.wanotifkeeper(10545)
